city,state,country,latitude,longitude,population
chantonnay,pays de la loire,france,46.68716,-1.05109,8375
thornbury,england,united kingdom,51.60889,-2.52028,11687
sirohi,rajasthan,india,24.88838,72.84794,38610
barre,vermont,united states,44.19701,-72.50205,8746
knightdale,north carolina,united states,35.78765,-78.48056,14256
farmers branch,texas,united states,32.92651,-96.89612,32689
paese,veneto,italy,45.67417,12.16389,9395
jagadhri,haryana,india,30.16719,77.30367,101300
seoul,seoul,south korea,37.58333,127.0,10349312
mississippi state,mississippi,united states,33.4515,-88.7913,3542
madinat sittah uktubar,giza,egypt,29.81667,31.05,368650
karwar,karnataka,india,14.81361,74.12972,64457
ijebu ode,ogun,nigeria,6.81944,3.91731,209175
pathum thani,pathum thani,thailand,14.01346,100.53049,24547
ipiales,narino,colombia,0.82501,-77.63966,77729
san roque,andalusia,spain,36.21067,-5.38415,29249
bandar abbas,hormozgan,iran,27.1865,56.2808,352173
randallstown,maryland,united states,39.36733,-76.79525,32430
cidra,cidra,puerto rico,18.17579,-66.16128,5067
esher,england,united kingdom,51.36969,-0.36693,52392
ar rayyan,baladiyat ar rayyan,qatar,25.29194,51.42444,272465
dayton,tennessee,united states,35.49396,-85.01245,7384
san pablo,calabarzon,philippines,14.0683,121.3256,207577
cody,wyoming,united states,44.52634,-109.05653,9792
delphos,ohio,united states,40.84338,-84.34162,7023
pasir gudang,johor,malaysia,1.45,103.89,0
lamego,viseu,portugal,41.09741,-7.80991,10928
bath,bath and north east somerset,united kingdom,51.38,-2.36,88859
mery sur oise,ile de france,france,49.05876,2.19113,9490
de forest,wisconsin,united states,43.24777,-89.34373,8936
ebersberg,bavaria,germany,48.0771,11.97063,11041
ebene,plaines wilhems,mauritius,-20.24494,57.49163,1001
thonon les bains,auvergne rhone alpes,france,46.37049,6.47985,31684
marietta,pennsylvania,united states,40.05704,-76.55219,2608
tavistock,england,united kingdom,50.54944,-4.14418,12280
onnaing,hauts de france,france,50.38584,3.59963,8703
sausset les pins,provence alpes cote d azur,france,43.33136,5.10431,7619
lubin,lower silesia,poland,51.40089,16.20149,77532
southbury,connecticut,united states,41.48148,-73.21317,19836
imlay city,michigan,united states,43.02475,-83.07772,3573
głogow,lower silesia,poland,51.66361,16.0845,67317
ljungskile,vastra gotaland,sweden,58.22452,11.92014,3689
chania,crete,greece,35.51124,24.02921,53910
luzhou,sichuan,china,28.8903,105.42575,998900
catalao,goias,brazil,-18.16583,-47.94639,63544
kincardine,ontario,canada,44.18339,-81.63307,6725
tuzla,federation of b h,bosnia and herzegovina,44.53842,18.66709,142486
al ain city,abu dhabi,united arab emirates,24.19167,55.76056,55091
baildon,england,united kingdom,53.84711,-1.78785,15710
farmville,virginia,united states,37.3021,-78.39194,8169
bullhead city,arizona,united states,35.14778,-114.5683,39445
houghton le spring,england,united kingdom,54.84034,-1.46427,37840
saran,centre,france,47.95013,1.87601,16243
yerba buena,tucuman,argentina,-26.81667,-65.31667,50783
emmett,idaho,united states,43.8735,-116.4993,6604
white sulphur springs,west virginia,united states,37.79651,-80.29757,2438
southeast,new york,united states,41.4032,-73.5985,18153
billericay,england,united kingdom,51.62867,0.41963,36338
sabana de torres,santander,colombia,7.3915,-73.49574,11291
gainsborough,england,united kingdom,53.38333,-0.76667,20842
grays,england,united kingdom,51.47566,0.32521,89755
ketsch,baden wurttemberg,germany,49.36778,8.53111,13124
beynes,ile de france,france,48.85626,1.87261,7914
crested butte,colorado,united states,38.86971,-106.98782,1579
rangiora,canterbury,new zealand,-43.30437,172.58356,18400
torremolinos,andalusia,spain,36.62035,-4.49976,65448
khanna,punjab,india,30.70547,76.22196,117137
onitsha,anambra,nigeria,6.14978,6.78569,561066
te awamutu,waikato,new zealand,-38.0083,175.325,13100
purley,england,united kingdom,51.33678,-0.11201,72000
contrecoeur,quebec,canada,45.85008,-73.23245,3587
puerto madryn,chubut,argentina,-42.7692,-65.03851,64555
bray,leinster,ireland,53.20278,-6.09833,32600
libramont,wallonia,belgium,49.91741,5.37318,3926
guaira,sao paulo,brazil,-20.31833,-48.31056,34092
el palomar,buenos aires,argentina,-34.5417,-58.6153,0
marseillan,occitanie,france,43.35674,3.52804,6981
milwaukie,oregon,united states,45.44623,-122.63926,20830
west branch,michigan,united states,44.27641,-84.23861,2067
san jose del monte,central luzon,philippines,14.81389,121.04528,357828
decatur,texas,united states,33.23428,-97.58614,6521
camberwell,southwark,united kingdom,51.4736,-0.0912,0
little elm,texas,united states,33.16262,-96.93751,38341
mothihari,bihar,india,26.64862,84.91656,112144
davangere,karnataka,india,14.46693,75.92694,435128
melle,flanders,belgium,51.00232,3.80526,10687
wynberg,uttarakhand,india,30.4456,78.0914,0
perham,minnesota,united states,46.5944,-95.57254,3278
hengyang,hunan,china,26.88946,112.61888,1075516
saint jean de monts,pays de la loire,france,46.79313,-2.06076,7414
freital,saxony,germany,51.00166,13.6488,39027
jurupa valley,california,united states,33.99251,-117.51644,21930
st john,indiana,united states,41.4431,-87.47,18796
lencois paulista,sao paulo,brazil,-22.59861,-48.80028,57375
karjan,gujarat,india,22.053,73.1235,0
lectoure,occitanie,france,43.93431,0.62116,4544
tipperary,munster,ireland,52.47333,-8.15583,4979
niantic,connecticut,united states,41.32538,-72.19313,3114
barrancabermeja,santander,colombia,7.06528,-73.85472,191403
forrest city,arkansas,united states,35.00815,-90.78983,14672
exmouth,england,united kingdom,50.61723,-3.40233,34432
bhiwani,haryana,india,28.79304,76.13968,190855
nieuwveen,south holland,netherlands,52.19667,4.75694,1265
zutphen,gelderland,netherlands,52.13833,6.20139,36188
thomastown,victoria,australia,-37.68333,145.01667,20441
wissous,ile de france,france,48.73352,2.32338,4765
probolinggo,east java,indonesia,-7.7543,113.2159,181656
cajazeiras,paraiba,brazil,-6.89028,-38.55528,43913
telde,canary islands,spain,27.99243,-15.41915,100015
chanthaburi,chanthaburi,thailand,12.60961,102.10447,99819
holbæk,zealand,denmark,55.7175,11.71279,24544
xochimilco,mexico city,mexico,19.25465,-99.10356,407885
piedmont,south carolina,united states,34.70234,-82.46457,5103
calamba,calabarzon,philippines,14.21167,121.16528,316612
bauchi,bauchi,nigeria,10.31032,9.84388,316149
putignano,apulia,italy,40.85106,17.1219,23661
hurghada,red sea,egypt,27.25738,33.81291,207132
goregaon,maharashtra,india,18.15483,73.29147,6946
pfronten,bavaria,germany,47.5822,10.54962,7890
panaji,goa,india,15.49574,73.82624,65586
mufulira,copperbelt,zambia,-12.54982,28.24071,120500
blainville,quebec,canada,45.66678,-73.88249,46493
pioltello,lombardy,italy,45.50147,9.33053,34203
zugdidi,samegrelo and zemo svaneti,georgia,42.5088,41.87088,73006
liniers,nouvelle aquitaine,france,46.61067,0.53683,525
kewanee,illinois,united states,41.24559,-89.92483,12533
smiths falls,ontario,canada,44.90452,-76.02333,8885
penarth,wales,united kingdom,51.4386,-3.17342,23437
amelia,ohio,united states,39.0284,-84.21771,4932
elgin,scotland,united kingdom,57.64947,-3.31843,22980
summerside,prince edward island,canada,46.3912,-63.78869,14829
richmond,kentucky,united states,37.74786,-84.29465,33533
chimaltenango,chimaltenango,guatemala,14.66111,-90.81944,82370
aparecida de goiania,goias,brazil,-16.82333,-49.24389,510770
abington,massachusetts,united states,42.10482,-70.94532,15985
purwakarta,west java,indonesia,-6.55694,107.44333,215803
entroncamento,santarem,portugal,39.46667,-8.46667,19887
janauba,minas gerais,brazil,-15.8025,-43.30889,56572
vinton,iowa,united states,42.16861,-92.02351,5148
la valette du var,provence alpes cote d azur,france,43.13763,5.98317,23134
nasugbu,calabarzon,philippines,14.06694,120.63181,62857
harrison,michigan,united states,44.01919,-84.79947,2107
telluride,colorado,united states,37.93749,-107.81229,2399
medak,telangana,india,18.04531,78.26078,44351
igarassu,pernambuco,brazil,-7.83417,-34.90639,86457
mosquera,cundinamarca,colombia,4.70592,-74.23021,27005
tanta,gharbia,egypt,30.78847,31.00192,576648
esterhazy,saskatchewan,canada,50.65001,-102.08426,2194
buxton,england,united kingdom,53.25741,-1.90982,21300
taquari,rio grande do sul,brazil,-29.79972,-51.86444,27107
midland,western australia,australia,-31.88909,116.0107,6105
qinhuangdao,hebei,china,39.93167,119.58833,759718
newtownards,northern ireland,united kingdom,54.59236,-5.69092,29363
corby,england,united kingdom,52.49637,-0.68939,56810
sivaganga,tamil nadu,india,9.84701,78.48358,42785
montmorency,ile de france,france,48.98826,2.3434,21156
banstead,england,united kingdom,51.32233,-0.20685,46280
chester,pennsylvania,united states,39.84967,-75.35707,34092
romeo,michigan,united states,42.80281,-83.01299,3625
zarqa,zarqa,jordan,32.07275,36.08796,792665
phitsanulok,phitsanulok,thailand,16.82481,100.25858,103427
monroe,wisconsin,united states,42.60112,-89.63845,10796
plaridel,central luzon,philippines,15.65853,121.02009,2842
azul,buenos aires,argentina,-36.77698,-59.85854,53941
setapak,kuala lumpur,malaysia,3.2036,101.7244,0
rewari,haryana,india,28.199,76.6183,112079
millsboro,delaware,united states,38.5915,-75.2913,4216
canvey island,england,united kingdom,51.52199,0.5809,38170
swakopmund,,namibia,-22.67842,14.52663,25047
caledonia,ontario,canada,43.0773,-79.9514,0
bucyrus,ohio,united states,40.80839,-82.97546,11916
batley,england,united kingdom,53.70291,-1.6337,50807
kediri,east java,indonesia,-7.81667,112.01667,235143
mount vernon,ohio,united states,40.3934,-82.48572,16742
romainville,ile de france,france,48.8854,2.43482,24772
kempen,north rhine westphalia,germany,51.36432,6.41858,36312
mermaid beach,queensland,australia,-28.04411,153.43472,7410
itaborai,rio de janeiro,brazil,-22.74444,-42.85944,182498
jaisalmer,rajasthan,india,26.91763,70.90387,67604
barnala,punjab,india,30.37451,75.5487,105016
lake city,florida,united states,30.18968,-82.63929,12161
bromborough,england,united kingdom,53.3485,-2.97935,14850
lons,nouvelle aquitaine,france,43.31505,-0.41105,13872
kodaikanal,tamil nadu,india,10.23925,77.48932,35021
hamilton,scotland,united kingdom,55.76667,-4.03333,53200
maiche,bourgogne franche comte,france,47.2516,6.80309,3862
heenvliet,zuid holland,netherlands,51.8656,4.2425,0
south gate,california,united states,33.95474,-118.21202,96401
shekhupura,punjab,pakistan,31.71287,73.98556,361303
bagneux,ile de france,france,48.79565,2.30796,38900
madiun,east java,indonesia,-7.6298,111.5239,186099
gaffney,south carolina,united states,35.07179,-81.64982,12566
oostburg,zeeland,netherlands,51.32583,3.4875,4410
ulladulla,new south wales,australia,-35.35906,150.47247,6468
sawai madhopur,rajasthan,india,26.02301,76.34408,108612
queenstown,eastern cape,south africa,-31.89756,26.87533,105309
porto san giorgio,the marches,italy,43.17784,13.79411,15558
aarberg,bern,switzerland,47.04439,7.27578,3911
kamunting,perak,malaysia,4.8833,100.7333,0
uitgeest,north holland,netherlands,52.52917,4.70972,11794
minster,ohio,united states,40.3931,-84.37606,2845
beach haven,new jersey,united states,39.55928,-74.2432,1172
highland park,illinois,united states,42.18169,-87.80034,29743
saint cast le guildo,brittany,france,48.63039,-2.25889,3363
baulkham hills,new south wales,australia,-33.75881,150.99292,36792
liberty,new york,united states,41.8012,-74.74655,4134
robina,queensland,australia,-28.07071,153.39329,23140
cajati,sao paulo,brazil,-24.73611,-48.12278,27565
paullo,lombardy,italy,45.41834,9.40042,10877
sohag,sohag,egypt,26.55695,31.69478,266944
suphan buri,suphanburi,thailand,14.47418,100.12218,53399
wise,virginia,united states,36.97593,-82.57571,3119
palmerston north,manawatu wanganui,new zealand,-40.35636,175.61113,75996
perai,penang,malaysia,5.38333,100.38333,65301
mateus leme,minas gerais,brazil,-19.98639,-44.42778,24890
seoni,madhya pradesh,india,22.08503,79.55037,101379
ezanville,ile de france,france,49.02794,2.36787,8950
deoghar,jharkhand,india,24.48983,86.69902,203123
edgewater,maryland,united states,38.95706,-76.54996,9023
monroe,connecticut,united states,41.3379,-73.225,19546
al qalyubiyah,ad daqahliyah,egypt,31.1124,31.5687,0
albertslund,capital region,denmark,55.65691,12.36381,30000
tournai,wallonia,belgium,50.60715,3.38932,67721
new prague,minnesota,united states,44.5433,-93.57607,7582
caudebec les elbeuf,normandy,france,49.28082,1.02195,10104
belize city,belize,belize,17.49952,-88.19756,61461
culver,indiana,united states,41.21893,-86.42306,1396
strathfield,new south wales,australia,-33.88096,151.07986,25769
midway,utah,united states,40.51218,-111.47435,4646
senatobia,mississippi,united states,34.6176,-89.9687,7963
window rock,arizona,united states,35.68057,-109.05259,2712
kangar,perlis,malaysia,6.4414,100.19862,63869
krugersdorp,gauteng,south africa,-26.08577,27.77515,378821
newcastle under lyme,england,united kingdom,53.0,-2.23333,129441
bilaspur,himachal pradesh,india,31.33027,76.75663,14037
inhumas,goias,brazil,-16.35778,-49.49611,44058
kermit,texas,united states,31.85763,-103.09267,6434
riccione,emilia romagna,italy,43.99942,12.65689,32744
batu caves,selangor,malaysia,3.2333,101.6667,0
davenport,florida,united states,28.1614,-81.60174,3534
texarkana,arkansas,united states,33.44179,-94.03769,30353
ripollet,catalonia,spain,41.49686,2.15739,37088
varano de melegari,emilia romagna,italy,44.68806,10.01148,1408
kidapawan,soccsksargen,philippines,7.00833,125.08944,79652
spencer,massachusetts,united states,42.24398,-71.9923,5700
morena,madhya pradesh,india,26.49892,77.99534,152004
rushville,indiana,united states,39.60921,-85.44636,6077
aalten,gelderland,netherlands,51.925,6.58056,19141
gunnedah,new south wales,australia,-30.98065,150.25838,9761
azamgarh,uttar pradesh,india,26.06832,83.18358,116644
blackstone,virginia,united states,37.08043,-77.99723,3491
newman,western australia,australia,-23.35644,119.73553,12316
gunzenhausen,bavaria,germany,49.11663,10.75971,16477
petal,mississippi,united states,31.34656,-89.26006,10701
campo belo,minas gerais,brazil,-20.89722,-45.27722,47491
cherthala,kerala,india,9.68444,76.33558,45827
monroe,new jersey,united states,40.3191,-74.4286,44306
esmeraldas,esmeraldas,ecuador,0.9592,-79.65397,165216
latina,madrid,spain,40.38897,-3.74569,256644
dazhou,sichuan,china,31.2106,107.46308,1589435
lavaltrie,quebec,canada,45.88338,-73.28245,8762
bedford,nova scotia,canada,44.7289,-63.6644,0
pare,east java,indonesia,-7.7679,112.198,56699
batu pahat,johor,malaysia,1.8548,102.9325,156236
chambly,hauts de france,france,49.16667,2.25,9506
gaya,bihar,india,24.79686,85.00385,423692
forfar,scotland,united kingdom,56.64382,-2.89001,13970
puerto iguazu,misiones,argentina,-25.59912,-54.57355,32038
new plymouth,taranaki,new zealand,-39.06667,174.08333,49168
angra do heroismo,azores,portugal,38.65483,-27.21734,12045
greenfield,massachusetts,united states,42.58759,-72.59953,19753
okinawa,okinawa,japan,26.5,127.93333,1416587
york,nebraska,united states,40.86807,-97.592,7864
saint ouen l aumone,ile de france,france,49.04353,2.12134,22977
goianesia,goias,brazil,-15.3175,-49.1175,47883
prairie view,texas,united states,30.09327,-95.98773,6369
krishnanagar,west bengal,india,23.40576,88.49073,145926
vallauris,provence alpes cote d azur,france,43.57803,7.05451,27286
meze,occitanie,france,43.42747,3.60505,8557
medway,massachusetts,united states,42.14176,-71.39673,13042
perintalmanna,kerala,india,10.9772,76.2254,0
arbon,thurgau,switzerland,47.51667,9.43333,12933
pipestone,minnesota,united states,44.00053,-96.31753,4141
stanley,england,united kingdom,54.86796,-1.69846,21938
wagholi,maharashtra,india,17.9027,74.0813,0
le mars,iowa,united states,42.79416,-96.16558,9761
lede,flanders,belgium,50.96626,3.98594,16813
les angles,occitanie,france,43.95452,4.76645,8318
esperanza,santa fe,argentina,-31.4488,-60.93173,35885
pembroke,north carolina,united states,34.68016,-79.19504,3004
taree,new south wales,australia,-31.91099,152.45387,16359
bavans,bourgogne franche comte,france,47.48528,6.73324,4108
bharatpur,rajasthan,india,27.21731,77.49009,229384
jacutinga,minas gerais,brazil,-22.28556,-46.61222,18469
bennington,vermont,united states,42.87813,-73.19677,9074
pruszcz gdanski,pomerania,poland,54.26217,18.63625,23618
new baltimore,michigan,united states,42.68114,-82.73686,12354
zhangjiagang,jiangsu,china,31.865,120.53889,1432044
selby,england,united kingdom,53.78333,-1.06667,24859
big rapids,michigan,united states,43.69808,-85.48366,10397
aalst,flanders,belgium,50.93604,4.0355,77534
palos hills,illinois,united states,41.6967,-87.817,17565
ballymoney,northern ireland,united kingdom,55.0708,-6.51009,9625
paraiba do sul,rio de janeiro,brazil,-22.15847,-43.29321,35517
woodland,washington,united states,45.90456,-122.74399,5842
brahmapur,odisha,india,19.31151,84.7929,324726
kendal,jawa barat,indonesia,-6.0758,106.4744,0
bajos de haina,san cristobal,dominican republic,18.41538,-70.03317,66784
pachuca,hidalgo,mexico,20.1,-98.75,277375
bhayandar,maharashtra,india,19.30157,72.85107,520301
carolina beach,north carolina,united states,34.03517,-77.8936,6137
arta,epirus,greece,39.16014,20.98561,21895
epone,ile de france,france,48.95476,1.82233,6770
kebon jeruk,jakarta,indonesia,-6.1833,106.7264,0
valdemoro,madrid,spain,40.19081,-3.67887,62750
unna,north rhine westphalia,germany,51.53795,7.68969,66734
yancheng,jiangsu,china,33.3575,120.1573,1615717
